City,Country,Cloudiness,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Temirtau,KZ,0,1552402800,73,50.05,72.96,23.0,6.71
Banda Aceh,ID,24,1552406606,100,5.56,95.32,74.46,2.37
Belaya Gora,RU,8,1552406606,34,68.54,146.19,-23.24,2.93
Tual,ID,76,1552406606,100,-5.67,132.75,80.36,18.14
Taybad,IR,8,1552406606,72,34.74,60.78,47.19,2.37
Whitefish,US,90,1552406471,68,48.41,-114.33,28.0,4.7
Hukuntsi,BW,20,1552406607,22,-23.98,21.76,93.77,11.21
Parambu,BR,0,1552406607,69,-6.21,-40.7,84.81,11.21
Codrington,AU,90,1552406533,88,-28.95,153.24,77.0,2.37
Bo Rai,TH,12,1552406608,82,12.57,102.54,71.81,2.59
Beringovskiy,RU,0,1552406608,73,63.05,179.32,-6.68,18.7
Novyy Oskol,RU,12,1552406608,90,50.76,37.86,31.44,6.17
Keti Bandar,PK,92,1552406608,91,24.14,67.45,74.15,10.42
Kendari,ID,88,1552406608,86,-3.99,122.52,77.16,2.93
Nombre de Dios,MX,40,1552406415,32,23.85,-104.24,68.0,8.05
Killam,CA,8,1552406609,72,52.79,-111.86,19.79,11.77
Severo-Kurilsk,RU,92,1552406609,98,50.68,156.12,28.79,29.55
Podosinovets,RU,92,1552406610,87,60.28,47.06,33.47,3.6
Port-Cartier,CA,75,1552406606,100,50.03,-66.88,34.0,12.75
Lata,IN,0,1552406610,100,30.78,78.62,36.89,1.48
Otane,NZ,12,1552404857,93,-39.89,176.62,61.0,3.6
Ribas do Rio Pardo,BR,56,1552406611,92,-20.45,-53.76,80.27,7.52
Ocean City,US,1,1552406587,56,30.44,-86.61,70.0,5.82
Keita,NG,44,1552406611,63,7.1,3.65,92.19,6.73
College,US,90,1552406611,100,64.86,-147.8,30.99,4.7
Pakenham,AU,100,1552406592,71,-38.08,145.48,59.0,8.05
Abu Zabad,SD,0,1552406612,19,12.35,29.25,95.16,4.38
Champerico,MX,5,1552405440,54,16.38,-93.6,80.6,2.24
Broken Hill,AU,0,1552402800,45,-31.97,141.45,66.2,11.41
Macapa,BR,75,1552402800,59,0.05,-51.07,89.6,11.41
Rafaela,AR,0,1552406499,49,-31.25,-61.49,81.0,3.0
Nalut,LY,0,1552406613,59,31.86,10.98,57.27,14.9
Bataipora,BR,0,1552406517,78,-22.3,-53.27,85.71,9.64
Suicheng,CN,0,1552406613,74,33.9,117.93,34.86,3.04
Egvekinot,RU,0,1552406613,36,66.32,-179.17,-25.26,3.15
Hualmay,PE,0,1552406614,62,-11.1,-77.61,79.82,4.94
Wucheng,CN,8,1552406614,80,29.09,119.57,39.36,1.36
Galanta,SK,0,1552406527,36,48.19,17.73,48.2,11.41
Ocampo,PH,0,1552406614,95,13.56,123.37,72.84,5.73
Emba,CY,40,1552406439,72,34.81,32.42,62.6,5.82
Kazachinskoye,RU,92,1552406615,86,57.69,93.28,25.19,4.94
Omboue,GA,20,1552406615,99,-1.57,9.26,84.72,6.06
Salisbury,GB,40,1552406318,93,51.07,-1.8,45.0,12.75
Mount Gambier,AU,75,1552402800,87,-37.83,140.78,48.2,5.82
San Quintin,PH,0,1552406616,84,17.54,120.52,67.31,2.26
Hamilton,BM,90,1552406477,88,32.3,-64.78,68.0,25.28
Kahului,US,1,1552406206,100,20.89,-156.47,66.99,11.41
Inverness,GB,75,1552406464,75,57.48,-4.23,46.4,27.51
Pathein,MM,0,1552406618,78,16.78,94.73,76.85,8.63
Impfondo,CD,32,1552406618,66,1.62,18.06,89.54,2.59
Pemberton,AU,24,1552406182,91,-34.44,116.03,59.0,9.86
Comodoro Rivadavia,AR,20,1552402800,67,-45.87,-67.48,60.8,18.34
Gornopravdinsk,RU,80,1552406619,86,60.06,69.92,34.19,10.42
Salinas,US,1,1552406430,93,36.67,-121.66,53.01,11.21
Itoman,JP,40,1552402800,55,26.12,127.67,64.4,11.41
Turayf,SA,75,1552402800,24,31.68,38.65,68.0,16.11
Bremerton,US,1,1552406506,33,38.4,-75.51,48.2,17.22
Piacabucu,BR,44,1552406620,59,-10.41,-36.43,89.76,13.44
Abu Samrah,SY,80,1552406620,69,35.3,37.18,61.82,4.83
Tromso,NO,90,1552405800,92,69.65,18.96,26.6,9.17
Nyakahanga,TZ,0,1552406621,35,-1.6,31.14,83.82,5.5
Griffith,AU,32,1552402800,48,-34.29,146.06,60.8,10.29
Prado,BR,36,1552406622,91,-17.34,-39.22,83.96,10.76
Kangaatsiaq,GL,24,1552406622,100,68.31,-53.46,9.17,8.08
Adre,TD,0,1552406622,14,13.47,22.2,96.74,4.83
Bredy,RU,20,1552406623,90,52.43,60.33,34.55,16.58
Druzhnaya Gorka,RU,75,1552406337,92,59.28,30.14,26.01,8.95
Pokaran,IN,80,1552406623,40,26.93,71.92,70.19,8.19
Pavlovsk,RU,40,1552402800,79,53.31,82.99,28.4,6.71
Jolalpan,MX,0,1552406624,48,18.32,-98.85,69.51,3.27
Kaohsiung,TW,75,1552406409,73,22.62,120.31,71.6,5.82
Kambove,CD,64,1552406624,84,-10.88,26.6,71.0,2.82
Chapais,CA,40,1552405680,66,49.78,-74.86,10.4,9.17
Namibe,AO,12,1552406625,99,-15.19,12.15,79.28,10.65
North Bend,US,40,1552406538,87,43.41,-124.22,45.0,12.75
Shagonar,RU,64,1552406625,75,51.54,92.92,12.54,2.15
Arona,IT,0,1552406617,15,45.76,8.56,57.99,9.17
General Roca,AR,0,1552402800,53,-39.03,-67.58,71.6,10.29
Kasulu,TZ,40,1552402800,74,-4.57,30.11,80.6,4.16
Buta,CD,48,1552406626,24,2.79,24.73,99.35,2.48
Aykhal,RU,48,1552406626,73,65.95,111.51,8.72,3.94
Kijang,KR,0,1552402800,48,35.24,129.21,41.0,17.22
Mongagua,BR,40,1552402800,78,-24.09,-46.62,82.4,5.82
Novichikha,RU,8,1552406627,82,52.2,81.39,24.56,6.73
Acapulco,MX,5,1552405200,45,16.86,-99.88,84.2,3.83
Muyuka,CM,75,1552402800,66,4.29,9.41,91.4,5.82
Kirakira,SB,48,1552406628,95,-10.46,161.92,85.17,8.3
Tura,IN,0,1552406628,54,25.52,90.21,67.49,5.39
Umm Lajj,SA,0,1552406628,58,25.02,37.27,77.21,8.41
Campoverde,IT,0,1552406598,17,41.54,12.73,60.8,19.46
Ornskoldsvik,SE,0,1552405800,49,63.29,18.72,26.6,5.82
Pavino,RU,0,1552402800,95,55.02,82.61,32.0,11.18
Vanimo,PG,100,1552406629,100,-2.67,141.3,78.69,11.54
Mandiana,GN,12,1552406629,17,10.62,-8.7,96.56,13.44
Soyo,AO,40,1552402800,74,-6.13,12.37,86.0,6.93
Benalla,AU,32,1552406512,54,-36.55,145.99,55.99,10.29
Loyga,RU,92,1552406630,93,61.08,44.61,30.32,11.43
Dudinka,RU,0,1552406630,55,69.41,86.18,-11.13,3.15
Mattawa,CA,75,1552406416,100,46.32,-78.7,25.0,14.99
Hambantota,LK,0,1552403400,78,6.12,81.12,82.4,4.7
Half Moon Bay,US,40,1552406630,81,37.46,-122.43,54.0,18.34
Aguimes,ES,20,1552406579,68,27.91,-15.45,70.0,25.28
Kununurra,AU,0,1552402800,83,-15.77,128.74,82.4,6.93
Kangaba,ML,0,1552406632,20,11.94,-8.41,95.21,12.55
Tarko-Sale,RU,48,1552406332,96,64.92,77.78,18.71,9.53
Manaure,CO,75,1552402800,58,11.78,-72.45,86.0,13.87
Kipini,KE,0,1552406632,83,-2.53,40.53,82.61,15.68
Lewiston,US,20,1552406627,43,44.1,-70.21,37.99,13.87
Susner,IN,0,1552406633,38,23.94,76.1,68.97,5.06
Krasnaya Gorka,RU,92,1552406633,93,55.19,56.67,34.46,19.82
Carballo,ES,75,1552406613,100,43.21,-8.69,53.01,16.11
Livingston,US,1,1552406408,59,32.58,-88.19,63.0,4.7
Ahmadpur,IN,44,1552406634,56,18.7,76.94,79.19,2.71
Rize,TR,0,1552404000,51,41.02,40.52,60.8,2.24
Garango,BF,0,1552406635,18,11.8,-0.55,99.53,12.88
Anaco,VE,0,1552406635,46,9.43,-64.46,87.38,13.11
Teguise,ES,20,1552404600,56,29.06,-13.56,73.4,16.11
Esso,RU,0,1552406635,54,55.93,158.7,-13.29,0.81
Porto Velho,BR,48,1552406461,76,-8.75,-63.87,84.5,3.49
Ondjiva,AO,40,1552402800,73,-17.07,15.73,77.0,4.7
Marawi,PH,88,1552406493,85,8.0,124.29,73.0,5.99
Hofn,IS,32,1552406636,100,64.25,-15.21,39.32,34.25
Taoudenni,ML,0,1552406637,17,22.68,-3.98,84.05,15.68
Wisconsin Rapids,US,20,1552406529,74,44.39,-89.82,37.0,9.17
Drumheller,CA,76,1552406580,43,51.47,-112.7,32.0,3.38
Taber,CA,90,1552406484,64,49.79,-112.14,36.0,6.93
Goderich,CA,0,1552406613,82,43.74,-81.71,33.01,5.99
Weymouth,US,75,1552406634,44,42.22,-70.94,41.0,20.8
Aktau,KZ,0,1552402800,81,43.65,51.16,44.6,6.71
Muros,ES,90,1552406613,93,42.77,-9.06,55.99,11.41
Magan,RU,0,1552402800,83,62.1,129.53,-9.41,4.47
Hohhot,CN,0,1552402800,49,40.81,111.65,23.0,4.47
Kyshtovka,RU,24,1552406639,90,56.56,76.62,29.6,15.01
Sidi Bin Nur,TN,0,1552406473,48,35.53,10.92,64.0,17.22
Sept-Iles,CA,75,1552406438,61,50.2,-66.38,34.0,12.75
Bolshaya Sosnova,RU,92,1552406640,95,57.67,54.6,32.34,5.61
Grand Gaube,MU,75,1552406346,78,-20.01,57.66,82.4,4.7
Saint-Augustin,FR,75,1552406589,67,44.83,-0.61,61.0,18.34
Atambua,ID,92,1552406641,100,-9.11,124.89,78.2,4.72
Alexandria,US,1,1552406554,67,31.31,-92.44,64.0,6.93
Karratha,AU,92,1552406641,60,-20.74,116.85,86.16,8.41
Kabansk,RU,40,1552402800,43,52.06,106.65,33.8,4.47
Bambanglipuro,ID,64,1552406642,99,-7.95,110.28,71.27,2.93
Florence,US,1,1552406594,50,34.8,-87.68,59.0,3.36
Coquimbo,CL,40,1552402800,72,-29.95,-71.34,66.2,4.7
Palmer,AU,20,1552406592,67,-34.85,139.16,57.99,6.93
Ca Mau,VN,0,1552406644,99,9.18,105.15,76.13,4.61
Uhlove,UA,92,1552406644,100,44.82,33.6,37.11,18.7
Sibolga,ID,44,1552406644,100,1.74,98.78,70.37,1.48
Buchanan,LR,75,1552402800,70,5.88,-10.05,87.8,11.41
Mayo,CA,90,1552402800,73,63.59,-135.9,23.0,2.24
Angoram,PG,92,1552406646,100,-4.06,144.07,72.44,2.59
Ridgecrest,US,75,1552406525,57,35.62,-117.67,54.0,6.93
Leshukonskoye,RU,92,1552406646,87,64.9,45.76,32.3,6.29
Sedro-Woolley,US,90,1552406643,100,48.5,-122.23,41.0,2.26
Nuevo Ideal,MX,48,1552406647,35,24.89,-105.07,60.29,7.4
Kasama,ZM,88,1552406647,71,-10.21,31.19,75.23,3.71
Coos Bay,US,40,1552406434,87,43.37,-124.22,45.0,12.75
Kushchevskaya,RU,92,1552406647,97,46.56,39.64,38.64,4.72
Mtambile,TZ,0,1552406648,90,-5.38,39.7,83.91,15.46
Mandalgovi,MN,12,1552406648,63,45.76,106.27,18.66,3.94
Eureka,US,75,1552406425,100,40.8,-124.16,48.0,14.99
Kautokeino,NO,44,1552406648,86,69.01,23.04,15.06,2.82
Kangundo,KE,20,1552404600,23,-1.3,37.35,82.4,18.34
Zhigansk,RU,56,1552406649,71,66.77,123.37,6.51,8.63
Changli,CN,92,1552406649,77,30.54,105.42,57.95,5.17
Ray,US,1,1552406100,85,48.34,-103.17,23.0,16.11
Coahuayana,MX,0,1552406650,38,18.62,-100.35,73.25,2.48
Okhotsk,RU,80,1552406650,100,59.36,143.24,11.6,4.83
Petauke,ZM,48,1552406650,50,-14.25,31.33,84.36,4.38
Mitchell,US,1,1552406405,93,43.71,-98.03,39.2,16.11
Faisalabad,PK,0,1552406454,75,31.42,73.09,60.92,5.17
Ambon,FR,90,1552406629,87,47.55,-2.56,50.0,13.87
Thinadhoo,MV,80,1552406651,100,0.53,72.93,83.51,9.98
Dibulla,CO,75,1552402800,58,11.27,-73.31,86.0,13.87
